,Description,Incident#,Location,Agency,Date,location,New
493,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050067167,NE 2ND AV / NE 26TH ST,Miami Police,9-5-2019 9:34 PM,"[-80.19048509999999, 25.763073]",25.8354273
494,THEFT - FROM MOTOR VEHICLE,1909050067173,NE MIAMI CT / NE 62ND ST,Miami Police,9-5-2019 9:33 PM,"[-80.22599199999999, 25.807356]",25.8354273
495,THEFT - FROM MOTOR VEHICLE,1909050067165,NE 2ND AV / NE 26TH ST,Miami Police,9-5-2019 9:16 PM,"[-80.1946639, 25.7894467]",25.8354273
496,CRIMINAL MISCHIEF / VANDALISM,1909050067161,NW 10TH AV / NW 54TH ST,Miami Police,9-5-2019 9:06 PM,"[-80.224071, 25.8307508]",25.8354273
497,CRIMINAL MISCHIEF / VANDALISM,1909050067159,1300 BLOCK N VENETIAN WAY,Miami Police,9-5-2019 9:03 PM,"[-80.2200154, 25.814898]",25.8354273
498,DRUGS/ALCOHOL VIOLATIONS,PD190905319039,NW 17TH AVE & NW 58TH ST,Miami-Dade Police,9-5-2019 8:45 PM,"[-80.200829, 25.8436078]",25.8354273
499,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050067156,2100 BLOCK BISCAYNE BLVD,Miami Police,9-5-2019 8:26 PM,"[-80.230149, 25.8073514]",25.8354273
500,ASSAULT,PD190909323873,7900 BLOCK NW 27TH AVE,Miami-Dade Police,9-5-2019 8:15 PM,"[-80.20766239999999, 25.8097372]",25.8354273
501,VANDALISM,PD190905319043,900 BLOCK NW 81ST ST,Miami-Dade Police,9-5-2019 8:15 PM,"[-80.1797412, 25.8434112]",25.8354273
502,GRAND THEFT - FROM MOTOR VEHICLE - $300 TO LESS THAN $5000,1909050067154,1700 BLOCK BISCAYNE BLVD,Miami Police,9-5-2019 8:09 PM,"[-80.2122618, 25.848811]",25.8354273
503,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050067149,N MIAMI AV / NE 41ST ST,Miami Police,9-5-2019 8:00 PM,"[-80.1906231, 25.7848552]",25.8354273
504,SIMPLE BATTERY,1909050067150,1900 BLOCK NW 7TH ST,Miami Police,9-5-2019 7:47 PM,"[-80.1956347, 25.7750597]",25.8354273
505,FRAUDULENTLY USING PERSONEL IDENTIFICATION,1909050067135,3000 BLOCK NW 22ND AV,Miami Police,9-5-2019 7:40 PM,"[-80.1968564, 25.7992071]",25.8354273
506,BURGLARY - RESIDENCE,1909050067139,1400 BLOCK NW 69TH TER,Miami Police,9-5-2019 7:28 PM,"[-80.2558883, 25.7862696]",25.8354273
507,BANK FRAUD- KNOWINGLY (OR ATT.) TO EXECUTE A SCHEME TO DEFRAUD FINANCIAL INST.,1909050067158,800 BLOCK NW 37TH AVE,Miami Police,9-5-2019 7:18 PM,"[-80.20915769999999, 25.8470509]",25.8354273
508,DRUGS/ALCOHOL VIOLATIONS,PD190905318920,7100 BLOCK SW 12TH ST,Miami-Dade Police,9-5-2019 7:18 PM,"[-80.19286799999999, 25.8013771]",25.8354273
509,"GRAND THEFT - MOTOR VEHICLE (LESS THAN $100,000)",1909050067129,3300 BLOCK W FLAGLER ST,Miami Police,9-5-2019 7:14 PM,"[-80.1972013, 25.7846632]",25.8354273
510,"GRAND THEFT - MOTOR VEHICLE (LESS THAN $100,000)",1909050067129,3300 BLOCK W FLAGLER ST,Miami Police,9-5-2019 7:14 PM,"[-80.20915769999999, 25.8470509]",25.8354273
511,ASSAULT,PD190905318892,8300 BLOCK NW 27TH AVE,Miami-Dade Police,9-5-2019 6:48 PM,"[-80.1900783, 25.7851774]",25.8354273
512,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050067141,N MIAMI AV / NW 6TH ST,Miami Police,9-5-2019 6:39 PM,"[-80.1912019, 25.8034584]",25.8354273
513,ORGANIZED FRAUD: ENGAGES IN SCHEME - COMMUNICATES WITH VICTIM - $300 OR MORE,1909050067114,1500 BLOCK NW 16TH AV,Miami Police,9-5-2019 6:34 PM,"[-80.20808, 25.776898]",25.8354273
514,FRAUD,PD190905318983,7100 BLOCK NW 16TH AVE,Miami-Dade Police,9-5-2019 6:34 PM,"[-80.28843479999999, 25.777985]",25.8354273
515,THEFT - OF MOTOR VEHICLE PARTS,1909050067110,2000 BLOCK NW 1 CT,Miami Police,9-5-2019 6:26 PM,"[-80.2094079, 25.8468429]",25.8354273
516,THEFT - OF MOTOR VEHICLE PARTS,1909050067099,5700 BLOCK NW 2ND AV,Miami Police,9-5-2019 6:09 PM,"[-80.3161314, 25.790548]",25.8354273
517,THEFT - OF MOTOR VEHICLE PARTS,1909050067093,1500 BLOCK SW 7TH ST,Miami Police,9-5-2019 5:48 PM,"[-80.2094079, 25.8468429]",25.8354273
518,FRAUDULENT USE OF PERSONAL IDENTIFICATION INFORMATION,1909050067083,3200 BLOCK NW 18TH ST,Miami Police,9-5-2019 5:19 PM,"[-80.24705209999999, 25.827375]",25.8354273
519,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050067085,6700 BLOCK NW 3RD AV,Miami Police,9-5-2019 5:01 PM,"[-80.2083268, 25.8286301]",25.8354273
520,VEHICLE BREAK-IN/THEFT,PD190906319727,3100 BLOCK NW 54TH ST,Miami-Dade Police,9-5-2019 5:00 PM,"[-80.18819429999999, 25.7936568]",25.8354273
521,CRIMINAL MISCHIEF / VANDALISM,1909050067092,NE 1ST AV / NE 6TH ST,Miami Police,9-5-2019 4:59 PM,"[-80.2483148, 25.8456456]",25.8354273
522,THEFT - ALL OTHER,1909050067084,200 BLOCK NE 18TH ST,Miami Police,9-5-2019 4:53 PM,"[-80.2481937, 25.7497513]",25.8354273
523,PETIT THEFT - PURSE SNATCH / $100 TO LESS THAN $300,1909050067073,1900 BLOCK SW 8TH ST,Miami Police,9-5-2019 4:39 PM,"[-80.24260869999999, 25.7537469]",25.8354273
524,RETAIL THEFT,1909050067077,3400 BLOCK N MIAMI AV,Miami Police,9-5-2019 4:34 PM,"[-80.1909841, 25.8016317]",25.8354273
525,"TELEPH/TELEG LAWFUL CHARGES/UNLAWFUL TO AVOID - $20,000 TO LESS THAN $100,000",1909050067074,800 BLOCK BRICKELL BAY DR,Miami Police,9-5-2019 4:26 PM,"[-80.1954964, 25.8326176]",25.8354273
526,BURGLARY - OTHER STRUCTURE,1909050067067,1400 BLOCK W FLAGLER ST,Miami Police,9-5-2019 3:44 PM,"[-80.1909841, 25.8016317]",25.8354273
527,BURGLARY - OTHER STRUCTURE,1909050067067,1400 BLOCK W FLAGLER ST,Miami Police,9-5-2019 3:44 PM,"[-80.212206, 25.8248149]",25.8354273
528,SIMPLE BATTERY,1909050067066,1200 BLOCK NW 54TH ST,Miami Police,9-5-2019 3:25 PM,"[-80.1686301, 25.7907067]",25.8354273
529,THEFT - OF MOTOR VEHICLE PARTS,1909050067049,1900 BLOCK SW 1ST ST,Miami Police,9-5-2019 3:23 PM,"[-80.2247419, 25.828104]",25.8354273
530,FRAUDULENT USE OF PERSONAL IDENTIFICATION INFORMATION,1909050067045,2700 BLOCK SW 11TH STREET,Miami Police,9-5-2019 3:10 PM,"[-80.1899911, 25.7973397]",25.8354273
531,BURGLARY - RESIDENCE,1909050067055,100 BLOCK NE 44TH ST,Miami Police,9-5-2019 3:00 PM,"[-80.2870509, 25.7958723]",25.8354273
532,FRAUD USE OF CREDIT CARDS: 2 TIMES OR LESS IN 6 MOS: OR LESS THAN $100,1909050067046,2300 BLOCK NE 2ND AV,Miami Police,9-5-2019 2:51 PM,"[-80.2425681, 25.8479395]",25.8354273
533,THEFT/LARCENY,PD190905318881,3300 BLOCK NW 32ND AVE,Miami-Dade Police,9-5-2019 2:45 PM,"[-80.2122618, 25.848811]",25.8354273
534,BURGLARY - OTHER STRUCTURE,1909050067041,1000 BLOCK NW 54TH ST,Miami Police,9-5-2019 2:43 PM,"[-80.1892937, 25.7918031]",25.8354273
535,VEHICLE BREAK-IN/THEFT,PD190905318637,3600 BLOCK NW S RIVER DR,Miami-Dade Police,9-5-2019 2:20 PM,"[-80.1954937, 25.8141069]",25.8354273
536,FRAUDULENTLY USING PERSONEL IDENTIFICATION,1909050067031,3600 BLOCK SW 20TH ST,Miami Police,9-5-2019 2:14 PM,"[-80.2266265, 25.7798518]",25.8354273
537,ASSAULT,PD190905318498,2900 BLOCK NW 48TH ST,Miami-Dade Police,9-5-2019 1:37 PM,"[-80.2318351, 25.8037305]",25.8354273
538,VANDALISM,PD190909323165,1400 BLOCK N CRUISE BLVD,Miami-Dade Police,9-5-2019 1:17 PM,"[-80.2210831, 25.8380091]",25.8354273
539,THEFT/LARCENY,PD190905318502,7900 BLOCK NW 27TH AVE,Miami-Dade Police,9-5-2019 1:02 PM,"[-80.2557571, 25.7816296]",25.8354273
540,ROBBERY BY SUDDEN SNATCHING - ARMED,1909050067017,1000 BLOCK W FLAGLER ST,Miami Police,9-5-2019 12:59 PM,"[-80.309929, 25.7590854]",25.8354273
541,ASSAULT,PD190905318440,700 BLOCK NW 81ST ST,Miami-Dade Police,9-5-2019 12:53 PM,"[-80.2498876, 25.771818]",25.8354273
542,THEFT OF BICYCLE,1909050067015,7000 BLOCK NW 15TH AV,Miami Police,9-5-2019 12:28 PM,"[-80.2498876, 25.771818]",25.8354273
543,THEFT OF AUTO TAG / REGISTRATION DECAL,19006222,1400 BLOCK GALIANO ST,Coral Gables Police,9-5-2019 12:18 PM,"[-80.2423037, 25.8498439]",25.8354273
544,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050067008,5500 BLOCK NW 5TH CT,Miami Police,9-5-2019 12:14 PM,"[-80.19380249999999, 25.7799471]",25.8354273
545,MOTOR VEHICLE THEFT,PD190918335376,7400 BLOCK NW 7TH ST,Miami-Dade Police,9-5-2019 12:00 PM,"[-80.2217399, 25.7892168]",25.8354273
546,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050067004,2000 BLOCK NW 6TH PL,Miami Police,9-5-2019 11:53 AM,"[-80.2245724, 25.8394707]",25.8354273
547,BURGLARY,PD190905318370,00 BLOCK NORTHWEST BLVD,Miami-Dade Police,9-5-2019 11:44 AM,"[-80.1976844, 25.7954728]",25.8354273
548,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050067000,5100 BLOCK NW 2ND AV,Miami Police,9-5-2019 11:29 AM,"[-80.2003873, 25.8281621]",25.8354273
549,DRUGS/ALCOHOL VIOLATIONS,PD190905318330,2700 BLOCK NW 41ST ST,Miami-Dade Police,9-5-2019 11:11 AM,"[-80.2194865, 25.7665855]",25.8354273
550,VEHICLE BREAK-IN/THEFT,PD190905318354,3500 BLOCK NW 60TH ST,Miami-Dade Police,9-5-2019 11:00 AM,"[-80.2478998, 25.7911089]",25.8354273
551,THEFT - OF MOTOR VEHICLE PARTS,1909050066988,7600 BLOCK NE 2ND CT,Miami Police,9-5-2019 10:50 AM,"[-80.2025657, 25.8363171]",25.8354273
552,PETIT THEFT,1909050066981,3600 BLOCK NW 7TH AV,Miami Police,9-5-2019 10:33 AM,"[-80.2468665, 25.8237198]",25.8354273
553,BURGLARY - OTHER STRUCTURE,1909050066992,2000 BLOCK NW 21ST AV,Miami Police,9-5-2019 10:16 AM,"[-80.1921513, 25.7800004]",25.8354273
554,AUTO THEFT,1909050066991,6400 BLOCK SW 4TH ST,Miami Police,9-5-2019 10:14 AM,"[-80.1905653, 25.79343]",25.8354273
555,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050066976,200 BLOCK SW 64TH CT,Miami Police,9-5-2019 10:12 AM,"[-80.2273994, 25.7652657]",25.8354273
556,ASSAULT,PD190905318246,2500 BLOCK NW 80TH ST,Miami-Dade Police,9-5-2019 10:02 AM,"[-80.19546140000001, 25.8082999]",25.8354273
557,THEFT - ALL OTHER,1909050066989,2000 BLOCK NW 23RD ST,Miami Police,9-5-2019 9:58 AM,"[-80.18949119999999, 25.7659228]",25.8354273
558,CRIMINAL MISCHIEF / VANDALISM,1909050066980,6500 BLOCK NW 2ND AV,Miami Police,9-5-2019 9:42 AM,"[-80.21812320000001, 25.7730517]",25.8354273
559,ASSAULT,PD190905318215,3100 BLOCK NW 75TH ST,Miami-Dade Police,9-5-2019 9:40 AM,"[-80.21812320000001, 25.7730517]",25.8354273
560,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050066979,500 BLOCK NE 79TH ST,Miami Police,9-5-2019 9:34 AM,"[-80.2162645, 25.82468]",25.8354273
561,CRIMINAL MISCHIEF / VANDALISM,1909050066966,900 BLOCK BRICKELL AV,Miami Police,9-5-2019 9:12 AM,"[-80.22683099999999, 25.7715642]",25.8354273
562,BATTERY / DOMESTIC,1909050066972,1200 BLOCK SW 8TH ST,Miami Police,9-5-2019 9:07 AM,"[-80.23878340000002, 25.7621761]",25.8354273
563,VEHICLE BREAK-IN/THEFT,PD190905318300,1900 BLOCK NW 47TH ST,Miami-Dade Police,9-5-2019 9:00 AM,"[-80.19352549999999, 25.8162743]",25.8354273
564,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050066964,1400 BLOCK NW 36TH ST,Miami Police,9-5-2019 8:37 AM,"[-80.2870509, 25.7958723]",25.8354273
565,THEFT - FROM MOTOR VEHICLE,1909050066956,1400 BLOCK NW 54TH ST,Miami Police,9-5-2019 8:04 AM,"[-80.19111079999999, 25.7991072]",25.8354273
566,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050066946,6700 BLOCK N MIAMI AV,Miami Police,9-5-2019 7:18 AM,"[-80.249541, 25.8063611]",25.8354273
567,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050066937,0 BLOCK NE 65TH ST,Miami Police,9-5-2019 6:45 AM,"[-80.2125673, 25.8245756]",25.8354273
568,ROBBERY - ARMED,1909050066925,NW 3RD AV / NW 44TH ST,Miami Police,9-5-2019 5:29 AM,"[-80.25438729999999, 25.8015784]",25.8354273
569,THEFT - ALL OTHER,1909050066911,1700 BLOCK NE 2ND AV,Miami Police,9-5-2019 3:33 AM,"[-80.2525838, 25.7522215]",25.8354273
570,BURGLARY,PD190905318002,7900 BLOCK NW 27TH AVE,Miami-Dade Police,9-5-2019 3:27 AM,"[-80.24273939999999, 25.8177158]",25.8354273
571,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909050066910,5500 BLOCK NW 5TH CT,Miami Police,9-5-2019 2:47 AM,"[-80.1709822, 25.7759666]",25.8354273
572,UTTERING FORGED BILLS/COUNTERFEIT NOTE/PROMISSORY NOTE: INTENT TO DEFRAUD,1909050066899,700 BLOCK NW 37TH AV,Miami Police,9-5-2019 2:18 AM,"[-80.2425681, 25.8479395]",25.8354273
573,BATTERY / SIMPLE,1909050066898,1700 BLOCK NE 2ND AVE,Miami Police,9-5-2019 2:00 AM,"[-80.2141729, 25.7733956]",25.8354273
574,BATTERY / AGG: USES DEADLY WEAPON,1909050066896,0 BLOCK NW 34TH ST,Miami Police,9-5-2019 1:42 AM,"[-80.2092718, 25.8488955]",25.8354273
575,CRIMINAL MISCHIEF / VANDALISM,1909050066889,2600 BLOCK NW 5TH AV,Miami Police,9-5-2019 1:02 AM,"[-80.2233323, 25.8386398]",25.8354273
576,BURGLARY - RESIDENCE,1909050066891,200 BLOCK SW 19TH AV,Miami Police,9-5-2019 12:54 AM,"[-80.2570051, 25.7590487]",25.8354273
577,ASSAULT,PD190905317942,1300 BLOCK NW 79TH ST,Miami-Dade Police,9-5-2019 12:50 AM,"[-80.2050498, 25.8260566]",25.8354273
578,VANDALISM,PD190905319195,7000 BLOCK NW 41ST ST,Miami-Dade Police,9-5-2019 12:45 AM,"[-80.3123308, 25.7765959]",25.8354273
579,FRAUD,PD190916332342,1800 BLOCK SW 69TH AVE,Miami-Dade Police,9-5-2019 12:00 AM,"[-80.20609929999999, 25.7952908]",25.8354273
580,SIMPLE BATTERY,1909050066882,1400 BLOCK NW 32ND ST,Miami Police,9-4-2019 11:58 PM,"[-80.3164333, 25.7728696]",25.8354273
581,BURGLARY - RESIDENCE,1909050066885,200 BLOCK NW 15TH AV,Miami Police,9-4-2019 11:43 PM,"[-80.200148, 25.8225349]",25.8354273
582,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909040066869,NE 2ND AV / NE 34TH ST,Miami Police,9-4-2019 10:50 PM,"[-80.2404553, 25.812799]",25.8354273
583,BATTERY / DOMESTIC,1909040066873,2600 BLOCK SW 3RD ST,Miami Police,9-4-2019 10:48 PM,"[-80.2532406, 25.8290309]",25.8354273
584,BURGLARY / CURTILAGE OF ANY OTHER STRUCTURE - THEFT OF $300 OR GREATER,1909040066870,0 BLOCK SW 64TH AV,Miami Police,9-4-2019 10:39 PM,"[-80.1919459, 25.8448167]",25.8354273
585,ARMED ROBBERY - FIREARM OR OTHER DEADLY WEAPON,1909040066862,NW 3RD AVE & NW 10 ST,Miami Police,9-4-2019 10:16 PM,"[-80.209603, 25.811049]",25.8354273
586,CRIMINAL MISCHIEF / VANDALISM,1909040066860,100 BLOCK SW 8TH AV,Miami Police,9-4-2019 10:13 PM,"[-80.22804409999999, 25.7779473]",25.8354273
587,THEFT - FROM MOTOR VEHICLE,1909040066857,4100 BLOCK NE 2ND AV,Miami Police,9-4-2019 10:06 PM,"[-80.30019999999999, 25.7666947]",25.8354273
588,DRUGS/ALCOHOL VIOLATIONS,PD190904317823,7000 BLOCK NW 41ST ST,Miami-Dade Police,9-4-2019 9:56 PM,"[-80.301092, 25.7687017]",25.8354273
589,ARMED ROBBERY - FIREARM OR OTHER DEADLY WEAPON,1909040066861,5000 BLOCK BISCAYNE BLVD,Miami Police,9-4-2019 9:20 PM,"[-80.2399078, 25.847075]",25.8354273
590,ARSON / ANY DWELLING OR ITS CONTENTS / OCCUPIED OR NOT,1909040066849,1500 BLOCK NW 68TH TER,Miami Police,9-4-2019 9:19 PM,"[-80.22849769999999, 25.7980131]",25.8354273
591,BATTERY / SIMPLE,1909040066852,600 BLOCK NW 62ND ST,Miami Police,9-4-2019 9:03 PM,"[-80.2007143, 25.8349817]",25.8354273
592,MOTOR VEHICLE THEFT,PD190905318119,6600 BLOCK NW 7TH ST,Miami-Dade Police,9-4-2019 9:00 PM,"[-80.2477416, 25.8426004]",25.8354273
593,PETIT THEFT - MOTOR VEH PARTS/ACCESSORIES,1909040066838,3300 BLOCK NW 14TH TER,Miami Police,9-4-2019 8:48 PM,"[-80.1864096, 25.8477906]",25.8354273
594,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909040066850,NE 4TH ST / BISCAYNE BLVD,Miami Police,9-4-2019 8:27 PM,"[-80.1914392, 25.7649472]",25.8354273
595,ASSAULT,PD190904317726,8200 BLOCK NW 13TH CT,Miami-Dade Police,9-4-2019 8:13 PM,"[-80.2146482, 25.765664]",25.8354273
596,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909040066832,N MIAMI AV / NE 39TH ST,Miami Police,9-4-2019 7:47 PM,"[-80.2283739, 25.8176741]",25.8354273
597,PERSON IN ACTUAL OR CONSTRUCTIVE POSSESSION OF 20 GMS OR LESS CANNABIS,1909040066821,100 BLOCK NE 59TH ST,Miami Police,9-4-2019 7:35 PM,"[-80.2202228, 25.8094503]",25.8354273
598,ASSAULT,PD190904317662,2000 BLOCK NW 87TH ST,Miami-Dade Police,9-4-2019 7:25 PM,"[-80.221108, 25.8243296]",25.8354273
599,DRUGS/ALCOHOL VIOLATIONS,PD190904317666,4400 BLOCK SW 8TH ST,Miami-Dade Police,9-4-2019 7:15 PM,"[-80.19641020000002, 25.8363486]",25.8354273
600,DRUGS/ALCOHOL VIOLATIONS,PD190904317672,NW 44TH AVE & NW 5TH ST,Miami-Dade Police,9-4-2019 7:00 PM,"[-80.1901839, 25.8358142]",25.8354273
601,VEHICLE BREAK-IN/THEFT,PD190905318166,2100 BLOCK NW 69TH ST,Miami-Dade Police,9-4-2019 7:00 PM,"[-80.2017015, 25.8161906]",25.8354273
602,SIMPLE BATTERY,1909040066814,1100 BLOCK NW 3RD ST,Miami Police,9-4-2019 6:50 PM,"[-80.1910607, 25.7920191]",25.8354273
603,SIMPLE BATTERY,1909040066822,SW 8TH ST / SW 9TH AV,Miami Police,9-4-2019 6:48 PM,"[-80.2425681, 25.8479395]",25.8354273
604,VEHICLE BREAK-IN/THEFT,PD190905318121,6600 BLOCK NW 7TH ST,Miami-Dade Police,9-4-2019 6:30 PM,"[-80.2050498, 25.8260566]",25.8354273
605,RETAIL THEFT,1909040066808,3400 BLOCK N MIAMI AV,Miami Police,9-4-2019 6:04 PM,"[-80.2561119, 25.7793172]",25.8354273
606,BURGLARY / CURTILAGE OF DWELLING - THEFT OF $300 OR GREATER,1909040066807,800 BLOCK NW 67TH ST,Miami Police,9-4-2019 6:02 PM,"[-80.1910607, 25.7920191]",25.8354273
607,BURGLARY,PD190905318091,3200 BLOCK NW 30TH ST,Miami-Dade Police,9-4-2019 6:00 PM,"[-80.2248504, 25.8076774]",25.8354273
608,VEHICLE BREAK-IN/THEFT,PD190905318321,6600 BLOCK NW 7TH ST,Miami-Dade Police,9-4-2019 6:00 PM,"[-80.2035027, 25.8011821]",25.8354273
609,THEFT - OF MOTOR VEHICLE PARTS,1909040066803,1200 BLOCK NW 29TH AV,Miami Police,9-4-2019 5:31 PM,"[-80.2269249, 25.7703972]",25.8354273
610,CRIMINAL MISCHIEF / VANDALISM,1909040066802,6600 BLOCK NW 2ND AV,Miami Police,9-4-2019 5:24 PM,"[-80.21947399999999, 25.8464721]",25.8354273
611,PETIT THEFT - WITH 2 PREVIOUS THEFT CONVICTIONS,1909040066801,2700 BLOCK W FLAGLER ST,Miami Police,9-4-2019 5:20 PM,"[-80.31156899999999, 25.8101534]",25.8354273
612,PETIT THEFT - RETAIL / LESS THAN $100,1909040066801,2700 BLOCK W FLAGLER ST,Miami Police,9-4-2019 5:20 PM,"[-80.3074479, 25.7535197]",25.8354273
613,SIMPLE ASSAULT,1909040066787,1000 BLOCK SW 4TH AV,Miami Police,9-4-2019 5:05 PM,"[-80.2198219, 25.8062079]",25.8354273
614,THEFT/LARCENY,PD190904317619,2000 BLOCK NW 54TH ST,Miami-Dade Police,9-4-2019 5:00 PM,"[-80.21971119999999, 25.7753335]",25.8354273
615,SIMPLE BATTERY,1909040066778,3100 BLOCK NW 22ND AV,Miami Police,9-4-2019 4:36 PM,"[-80.1912222, 25.8085373]",25.8354273
616,THEFT - OF MOTOR VEHICLE PARTS,1909040066788,700 BLOCK NW 69TH ST,Miami Police,9-4-2019 4:34 PM,"[-80.2381972, 25.7691862]",25.8354273
617,THEFT - FROM MOTOR VEHICLE,1909040066784,1200 BLOCK NW 21ST ST,Miami Police,9-4-2019 4:29 PM,"[-80.299103, 25.7395049]",25.8354273
618,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909040066781,3300 BLOCK BISCAYNE BLVD,Miami Police,9-4-2019 4:24 PM,"[-80.1997332, 25.7836135]",25.8354273
619,THEFT/LARCENY,PD190904317408,7900 BLOCK NW 27TH AVE,Miami-Dade Police,9-4-2019 4:12 PM,"[-80.20765589999999, 25.7727356]",25.8354273
620,MOTOR VEHICLE THEFT,PD190904317527,4700 BLOCK NW 24TH AVE,Miami-Dade Police,9-4-2019 4:09 PM,"[-80.1916475, 25.8147427]",25.8354273
621,THEFT/LARCENY,PD190905318044,500 BLOCK NW 72ND AVE,Miami-Dade Police,9-4-2019 4:00 PM,"[-80.31156899999999, 25.8101534]",25.8354273
622,THEFT - FROM MOTOR VEHICLE,1909040066765,1100 BLOCK SW 2ND ST,Miami Police,9-4-2019 3:44 PM,"[-80.1878988, 25.8209838]",25.8354273
623,CRIMINAL MISCHIEF / VANDALISM,1909040066770,5100 BLOCK BISCAYNE BLVD,Miami Police,9-4-2019 3:43 PM,"[-80.22307529999999, 25.8366849]",25.8354273
624,THEFT - FROM MOTOR VEHICLE,1909040066753,800 BLOCK NW 17TH PL,Miami Police,9-4-2019 3:36 PM,"[-80.2066438, 25.8321523]",25.8354273
625,THEFT - ALL OTHER,1909040066771,W FLAGLER ST / NW 27TH AV,Miami Police,9-4-2019 3:34 PM,"[-80.30464020000001, 25.7771503]",25.8354273
626,"GRAND THEFT - MOTOR VEHICLE (LESS THAN $100,000)",1909040066774,200 BLOCK NE 14TH ST,Miami Police,9-4-2019 3:09 PM,"[-80.2503356, 25.7873444]",25.8354273
627,BURGLARY / STRUCTURE OCCUPIED (NO ASSAULT / BATTERY - NO WEAPON),1909040066766,1400 BLOCK NE MIAMI PL,Miami Police,9-4-2019 3:06 PM,"[-80.1880801, 25.7781847]",25.8354273
628,BURGLARY,PD190904317373,8300 BLOCK NW 2ND AVE,Miami-Dade Police,9-4-2019 3:01 PM,"[-80.2204532, 25.8498142]",25.8354273
629,OVERDUE RENTAL,1909040066750,3300 BLOCK SW 22ND ST,Miami Police,9-4-2019 2:18 PM,"[-80.1953846, 25.8126515]",25.8354273
630,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909040066752,400 BLOCK NW 43RD PL,Miami Police,9-4-2019 2:02 PM,"[-80.19484779999999, 25.829619]",25.8354273
631,GRAND THEFT - UNSPECIFIED - $300 TO LESS THAN $5000,1909040066722,0 BLOCK NE 40TH ST,Miami Police,9-4-2019 2:02 PM,"[-80.23067840000002, 25.8536075]",25.8354273
632,THEFT - OF MOTOR VEHICLE PARTS,1909040066746,0 BLOCK SE 2ND ST,Miami Police,9-4-2019 2:01 PM,"[-80.2682439, 25.7641098]",25.8354273
633,ASSAULT,PD190904317275,8200 BLOCK NW MIAMI CT,Miami-Dade Police,9-4-2019 2:00 PM,"[-80.2684079, 25.7769103]",25.8354273
634,THEFT - OF MOTOR VEHICLE PARTS,1909040066719,5900 BLOCK NW 2ND AV,Miami Police,9-4-2019 1:38 PM,"[-80.2312049, 25.8370075]",25.8354273
635,BANK FRAUD- KNOWINGLY (OR ATT.) TO EXECUTE A SCHEME TO DEFRAUD FINANCIAL INST.,1909040066715,700 BLOCK NW 42ND AV,Miami Police,9-4-2019 1:36 PM,"[-80.2130506, 25.7764881]",25.8354273
636,MANUFACTURE OR DELIVERY OF DRUG PARAPHERNALIA,1909040066709,NE 13TH ST / NE 1ST AVE,Miami Police,9-4-2019 1:24 PM,"[-80.2088241, 25.7659687]",25.8354273
637,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909040066718,NE MIAMI CT / NE 19TH TER,Miami Police,9-4-2019 1:20 PM,"[-80.30464020000001, 25.7771503]",25.8354273
638,RETAIL THEFT,1909040066714,2600 BLOCK SW 22ND ST,Miami Police,9-4-2019 1:12 PM,"[-80.19546140000001, 25.8082999]",25.8354273
639,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1909040066742,200 BLOCK NW 40TH AV,Miami Police,9-4-2019 1:11 PM,"[-80.2108459, 25.8356885]",25.8354273
640,AGGRAVATED BATTERY,1909040066717,200 BLOCK NW 59TH TER,Miami Police,9-4-2019 1:11 PM,"[-80.24823140000001, 25.8032994]",25.8354273
641,THEFT - FROM MOTOR VEHICLE,1909040066706,1700 BLOCK SW 32ND CT,Miami Police,9-4-2019 1:04 PM,"[-80.30464020000001, 25.7771503]",25.8354273
642,CRIMINAL MISCHIEF / VANDALISM,1909040066720,NE MIAMI CT & NE 19TH TER,Miami Police,9-4-2019 12:45 PM,"[-80.2420152, 25.7841728]",25.8354273
643,VEHICLE BREAK-IN/THEFT,PD190905318174,500 BLOCK NW 85TH ST RD,Miami-Dade Police,9-4-2019 12:20 PM,"[-80.20076750000001, 25.8355914]",25.8354273
644,CRIMINAL MISCHIEF / VANDALISM,1909040066703,4400 BLOCK NW 7TH AV,Miami Police,9-4-2019 12:14 PM,"[-80.2394939, 25.771862]",25.8354273
